state_abbreviation,congressional_district,State Office,State District,FracCDFromSLD,FracSLDFromCD
PA,18,Lower,"27",5.70,1.20
PA,18,Lower,"40",5.70,1.30
PA,18,Lower,"20",4.00,0.80
PA,18,Lower,"21",2.80,0.60
PA,18,Lower,"32",2.60,0.60
PA,18,Lower,"46",2.30,0.60
PA,18,Lower,"42",0.60,0.20
PA,18,Upper,"45",30.10,10.40
PA,18,Upper,"43",29.10,10.10
PA,18,Upper,"42",21.90,7.40
PA,18,Upper,"37",16.10,2.40
PA,18,Upper,"38",2.80,0.40
RI,1,Lower,"11",2.70,0.40
RI,1,Lower,"12",2.70,0.40
RI,1,Lower,"45",2.70,0.50
RI,1,Lower,"46",2.70,0.50
RI,1,Lower,"49",2.70,0.50
RI,1,Lower,"51",2.70,0.60
RI,1,Lower,"52",2.70,0.60
RI,1,Lower,"54",2.70,0.60
RI,1,Lower,"55",2.70,0.60
RI,1,Lower,"56",2.70,0.60
RI,1,Lower,"57",2.70,0.60
RI,1,Lower,"58",2.70,0.60
RI,1,Lower,"60",2.70,0.60
RI,1,Lower,"62",2.70,0.60
RI,1,Lower,"63",2.70,0.60
RI,1,Lower,"65",2.70,0.60
RI,1,Lower,"4",2.60,0.40
RI,1,Lower,"50",2.60,0.60
RI,1,Lower,"59",2.60,0.60
RI,1,Lower,"61",2.60,0.60
RI,1,Lower,"64",2.60,0.60
RI,1,Lower,"66",2.60,0.60
RI,1,Lower,"69",2.60,0.60
RI,1,Lower,"70",2.60,0.60
RI,1,Lower,"71",2.60,0.60
RI,1,Lower,"72",2.60,0.60
RI,1,Lower,"73",2.60,0.60
RI,1,Lower,"74",2.60,0.60
RI,1,Lower,"75",2.60,0.60
RI,1,Lower,"1",2.50,0.40
RI,1,Lower,"67",2.50,0.60
RI,1,Lower,"68",2.50,0.60
RI,1,Lower,"3",2.40,0.40
RI,1,Lower,"44",2.40,0.50
RI,1,Lower,"48",2.30,0.40
RI,1,Lower,"53",2.30,0.50
RI,1,Lower,"10",2.20,0.40
RI,1,Lower,"2",1.40,0.20
RI,1,Lower,"5",1.40,0.20
RI,1,Lower,"6",0.70,0.10
RI,1,Lower,"9",0.20,0.00
RI,1,Upper,"3",5.40,0.40
RI,1,Upper,"13",5.30,0.30
RI,1,Upper,"22",5.30,0.40
RI,1,Upper,"8",5.20,0.30
RI,1,Upper,"14",5.20,0.30
RI,1,Upper,"15",5.20,0.30
RI,1,Upper,"16",5.20,0.30
RI,1,Upper,"17",5.20,0.30
RI,1,Upper,"18",5.20,0.30
RI,1,Upper,"19",5.20,0.30
RI,1,Upper,"20",5.20,0.30
RI,1,Upper,"24",5.20,0.40
RI,1,Upper,"11",5.10,0.30
RI,1,Upper,"12",5.10,0.30
RI,1,Upper,"32",5.10,0.40
RI,1,Upper,"10",5.00,0.30
RI,1,Upper,"2",4.60,0.30
RI,1,Upper,"4",3.80,0.20
RI,1,Upper,"6",3.80,0.20
RI,1,Upper,"1",3.10,0.20
RI,1,Upper,"7",0.90,0.10
RI,1,Upper,"23",0.50,0.00
RI,1,Upper,"28",0.40,0.00
RI,2,Lower,"14",2.80,0.40
RI,2,Lower,"40",2.80,0.50
RI,2,Lower,"41",2.80,0.50
RI,2,Lower,"42",2.80,0.50
RI,2,Lower,"47",2.80,0.50
RI,2,Lower,"7",2.70,0.40
RI,2,Lower,"8",2.70,0.40
RI,2,Lower,"15",2.70,0.40
RI,2,Lower,"16",2.70,0.40
RI,2,Lower,"17",2.70,0.40
RI,2,Lower,"18",2.70,0.40
RI,2,Lower,"29",2.70,0.40
RI,2,Lower,"30",2.70,0.40
RI,2,Lower,"31",2.70,0.50
RI,2,Lower,"33",2.70,0.40
RI,2,Lower,"34",2.70,0.50
RI,2,Lower,"35",2.70,0.50
RI,2,Lower,"37",2.70,0.50
RI,2,Lower,"43",2.70,0.50
RI,2,Lower,"13",2.60,0.40
RI,2,Lower,"19",2.60,0.40
RI,2,Lower,"20",2.60,0.40
RI,2,Lower,"21",2.60,0.40
RI,2,Lower,"22",2.60,0.40
RI,2,Lower,"23",2.60,0.40
RI,2,Lower,"24",2.60,0.40
RI,2,Lower,"25",2.60,0.40
RI,2,Lower,"26",2.60,0.40
RI,2,Lower,"27",2.60,0.40
RI,2,Lower,"28",2.60,0.40
RI,2,Lower,"32",2.60,0.40
RI,2,Lower,"36",2.60,0.40
RI,2,Lower,"38",2.60,0.50
RI,2,Lower,"39",2.60,0.40
RI,2,Lower,"9",2.50,0.40
RI,2,Lower,"6",2.00,0.30
RI,2,Lower,"5",1.40,0.20
RI,2,Lower,"2",1.20,0.20
RI,2,Lower,"10",0.50,0.10
RI,2,Lower,"48",0.50,0.10
RI,2,Lower,"44",0.40,0.10
RI,2,Lower,"53",0.40,0.10
RI,2,Lower,"3",0.30,0.00
RI,2,Lower,"1",0.20,0.00
RI,2,Upper,"5",5.40,0.30
RI,2,Upper,"25",5.40,0.40
RI,2,Upper,"27",5.40,0.40
RI,2,Upper,"31",5.30,0.40
RI,2,Upper,"33",5.30,0.40
RI,2,Upper,"34",5.30,0.50
RI,2,Upper,"35",5.30,0.50
RI,2,Upper,"37",5.30,0.60
RI,2,Upper,"38",5.30,0.60
RI,2,Upper,"9",5.20,0.30
RI,2,Upper,"21",5.20,0.30
RI,2,Upper,"26",5.20,0.40
RI,2,Upper,"29",5.20,0.40
RI,2,Upper,"30",5.20,0.40
RI,2,Upper,"36",5.20,0.60
RI,2,Upper,"23",4.90,0.30
RI,2,Upper,"28",4.90,0.30
RI,2,Upper,"7",4.50,0.30
RI,2,Upper,"1",2.30,0.20
RI,2,Upper,"4",1.60,0.10
RI,2,Upper,"6",1.40,0.10
RI,2,Upper,"2",0.80,0.00
RI,2,Upper,"22",0.10,0.00
SC,1,Lower,"92",5.80,2.50
SC,1,Lower,"117",5.70,4.30
SC,1,Lower,"99",5.60,2.40
SC,1,Lower,"115",5.60,4.20
SC,1,Lower,"119",5.60,4.80
SC,1,Lower,"123",5.60,6.70
SC,1,Lower,"124",5.60,6.80
SC,1,Lower,"98",5.50,2.40
SC,1,Lower,"112",5.50,4.20
SC,1,Lower,"114",5.50,4.10
SC,1,Lower,"94",5.40,2.40
SC,1,Lower,"100",5.30,2.70
SC,1,Lower,"110",5.10,3.60
SC,1,Lower,"118",4.50,3.50
SC,1,Lower,"120",4.30,3.70
SC,1,Lower,"15",3.80,0.90
SC,1,Lower,"97",3.00,1.30
SC,1,Lower,"116",2.30,1.70
SC,1,Lower,"121",2.30,2.60
SC,1,Lower,"109",1.90,1.40
SC,1,Lower,"102",1.70,1.10
SC,1,Lower,"111",1.60,1.20
SC,1,Lower,"113",1.50,1.10
SC,1,Lower,"108",1.30,0.90
SC,1,Upper,"44",16.30,5.90
SC,1,Upper,"43",15.80,5.80
SC,1,Upper,"38",15.40,2.40
SC,1,Upper,"46",15.10,5.60
SC,1,Upper,"41",14.80,5.30
SC,1,Upper,"37",13.70,2.10
SC,1,Upper,"42",3.50,1.30
SC,1,Upper,"45",2.70,1.00
SC,1,Upper,"34",2.60,0.30
SC,1,Upper,"39",0.20,0.00
SC,2,Lower,"85",5.90,2.40
SC,2,Lower,"87",5.90,2.40
SC,2,Lower,"88",5.90,2.40
SC,2,Lower,"89",5.90,2.40
SC,2,Lower,"96",5.90,2.40
SC,2,Lower,"69",5.80,1.80
SC,2,Lower,"78",5.70,1.80
SC,2,Lower,"81",5.70,2.30
SC,2,Lower,"84",5.70,2.30
SC,2,Lower,"86",5.70,2.30
SC,2,Lower,"79",5.60,1.80
SC,2,Lower,"71",5.50,1.70
SC,2,Lower,"75",5.50,1.70
SC,2,Lower,"83",4.60,1.80
SC,2,Lower,"91",3.50,1.40
SC,2,Lower,"39",3.30,0.70
SC,2,Lower,"82",2.20,0.90
SC,2,Lower,"93",2.20,0.90
SC,2,Lower,"76",1.90,0.60
SC,2,Lower,"73",1.70,0.50
SC,2,Lower,"77",1.70,0.50
SC,2,Lower,"95",1.00,0.40
SC,2,Lower,"74",0.90,0.30
SC,2,Lower,"41",0.70,0.20
SC,2,Lower,"72",0.60,0.20
SC,2,Lower,"90",0.50,0.20
SC,2,Lower,"66",0.30,0.10
SC,2,Lower,"70",0.10,0.00
SC,2,Lower,"80",0.00,0.00
SC,2,Upper,"23",15.20,1.40
SC,2,Upper,"24",14.50,1.30
SC,2,Upper,"26",13.70,1.30
SC,2,Upper,"22",12.80,1.10
SC,2,Upper,"20",11.60,1.00
SC,2,Upper,"18",8.90,0.80
SC,2,Upper,"25",8.60,0.80
SC,2,Upper,"40",4.80,0.80
SC,2,Upper,"21",4.10,0.40
SC,2,Upper,"19",3.00,0.30
SC,2,Upper,"35",1.80,0.20
SC,2,Upper,"39",1.00,0.20
SC,3,Lower,"6",5.90,1.20
SC,3,Lower,"3",5.80,1.20
SC,3,Lower,"4",5.80,1.20
SC,3,Lower,"5",5.80,1.20
SC,3,Lower,"9",5.80,1.20
SC,3,Lower,"2",5.70,1.20
SC,3,Lower,"8",5.70,1.20
SC,3,Lower,"7",5.60,1.20
SC,3,Lower,"13",5.60,1.10
SC,3,Lower,"14",5.60,1.10
SC,3,Lower,"1",5.50,1.20
SC,3,Lower,"11",5.40,1.10
SC,3,Lower,"10",5.30,1.10
SC,3,Lower,"12",5.30,1.10
SC,3,Lower,"16",5.20,1.00
SC,3,Lower,"28",3.90,0.80
SC,3,Lower,"82",3.20,1.30
SC,3,Lower,"25",2.60,0.50
SC,3,Lower,"39",2.50,0.60
SC,3,Lower,"42",1.40,0.30
SC,3,Lower,"83",1.10,0.40
SC,3,Lower,"40",1.00,0.20
SC,3,Lower,"35",0.50,0.10
SC,3,Upper,"3",15.70,1.30
SC,3,Upper,"4",15.20,1.30
SC,3,Upper,"2",14.70,1.20
SC,3,Upper,"1",14.60,1.20
SC,3,Upper,"9",14.40,1.20
SC,3,Upper,"10",14.10,1.20
SC,3,Upper,"25",5.80,0.50
SC,3,Upper,"7",2.30,0.20
SC,3,Upper,"8",1.40,0.10
SC,3,Upper,"18",1.00,0.10
SC,3,Upper,"13",0.60,0.10
SC,3,Upper,"26",0.20,0.00
SC,4,Lower,"17",5.90,1.20
SC,4,Lower,"18",5.90,1.20
SC,4,Lower,"20",5.90,1.20
SC,4,Lower,"21",5.90,1.20
SC,4,Lower,"22",5.90,1.20
SC,4,Lower,"27",5.90,1.30
SC,4,Lower,"19",5.80,1.20
SC,4,Lower,"24",5.80,1.20
SC,4,Lower,"23",5.60,1.20
SC,4,Lower,"33",5.60,1.20
SC,4,Lower,"34",5.60,1.30
SC,4,Lower,"31",5.50,1.30
SC,4,Lower,"36",5.50,1.30
SC,4,Lower,"35",5.30,1.20
SC,4,Lower,"37",5.30,1.30
SC,4,Lower,"38",4.30,1.00
SC,4,Lower,"32",3.90,0.90
SC,4,Lower,"25",3.20,0.70
SC,4,Lower,"28",2.10,0.40
SC,4,Lower,"10",0.60,0.10
SC,4,Lower,"16",0.60,0.10
SC,4,Upper,"6",15.60,1.40
SC,4,Upper,"12",15.60,1.40
SC,4,Upper,"5",15.40,1.30
SC,4,Upper,"8",14.30,1.30
SC,4,Upper,"11",13.10,1.20
SC,4,Upper,"7",12.60,1.10
SC,4,Upper,"13",12.30,1.10
SC,4,Upper,"14",0.70,0.10
SC,4,Upper,"9",0.40,0.00
SC,5,Lower,"44",6.30,1.70
SC,5,Lower,"45",6.10,1.50
SC,5,Lower,"46",6.10,1.50
SC,5,Lower,"26",6.00,1.20
SC,5,Lower,"47",6.00,1.60
SC,5,Lower,"48",6.00,1.60
SC,5,Lower,"49",6.00,1.60
SC,5,Lower,"29",5.70,1.20
SC,5,Lower,"52",5.60,1.60
SC,5,Lower,"30",5.40,1.20
SC,5,Lower,"43",5.40,1.40
SC,5,Lower,"67",5.30,1.60
SC,5,Lower,"50",5.00,1.40
SC,5,Lower,"40",4.50,1.00
SC,5,Lower,"41",4.40,1.10
SC,5,Lower,"42",3.90,1.00
SC,5,Lower,"51",2.70,0.70
SC,5,Lower,"70",2.20,0.70
SC,5,Lower,"80",2.10,0.70
SC,5,Lower,"65",1.80,0.50
SC,5,Lower,"32",1.50,0.30
SC,5,Lower,"38",1.40,0.30
SC,5,Lower,"53",0.50,0.20
SC,5,Lower,"37",0.10,0.00
SC,5,Lower,"64",0.00,0.00
SC,5,Upper,"16",17.30,1.50
SC,5,Upper,"15",17.10,1.50
SC,5,Upper,"17",15.50,1.30
SC,5,Upper,"14",15.10,1.30
SC,5,Upper,"35",12.10,1.60
SC,5,Upper,"27",7.80,0.70
SC,5,Upper,"18",5.20,0.50
SC,5,Upper,"36",4.00,0.60
SC,5,Upper,"13",2.40,0.20
SC,5,Upper,"11",1.80,0.20
SC,5,Upper,"29",1.50,0.10
SC,5,Upper,"22",0.30,0.00
SC,6,Lower,"122",5.50,5.80
SC,6,Lower,"72",5.30,1.60
SC,6,Lower,"64",5.20,1.50
SC,6,Lower,"101",4.90,2.80
SC,6,Lower,"74",4.80,1.50
SC,6,Lower,"66",4.70,1.40
SC,6,Lower,"102",4.60,2.60
SC,6,Lower,"90",4.50,1.80
SC,6,Lower,"113",4.50,3.10
SC,6,Lower,"111",4.30,3.00
SC,6,Lower,"73",4.20,1.30
SC,6,Lower,"77",4.10,1.30
SC,6,Lower,"95",4.10,1.60
SC,6,Lower,"109",4.10,2.60
SC,6,Lower,"76",4.00,1.20
SC,6,Lower,"80",3.40,1.10
SC,6,Lower,"116",3.40,2.30
SC,6,Lower,"93",3.20,1.30
SC,6,Lower,"121",3.20,3.40
SC,6,Lower,"70",3.10,0.90
SC,6,Lower,"97",2.60,1.00
SC,6,Lower,"51",2.50,0.70
SC,6,Lower,"61",2.20,0.60
SC,6,Lower,"15",2.00,0.40
SC,6,Lower,"91",1.40,0.60
SC,6,Lower,"118",1.20,0.80
SC,6,Lower,"120",1.20,1.00
SC,6,Lower,"110",0.60,0.40
SC,6,Lower,"100",0.40,0.20
SC,6,Lower,"75",0.20,0.00
SC,6,Lower,"79",0.20,0.00
SC,6,Lower,"99",0.10,0.10
SC,6,Lower,"103",0.10,0.10
SC,6,Lower,"67",0.00,0.00
SC,6,Lower,"114",0.00,0.00
SC,6,Upper,"42",13.30,4.40
SC,6,Upper,"45",13.20,4.50
SC,6,Upper,"39",12.80,2.00
SC,6,Upper,"19",12.50,1.10
SC,6,Upper,"21",11.30,1.00
SC,6,Upper,"40",9.30,1.50
SC,6,Upper,"36",8.50,1.20
SC,6,Upper,"32",7.90,0.90
SC,6,Upper,"20",3.80,0.30
SC,6,Upper,"37",2.40,0.30
SC,6,Upper,"22",1.60,0.10
SC,6,Upper,"41",1.00,0.30
SC,6,Upper,"26",0.90,0.10
SC,6,Upper,"46",0.70,0.20
SC,6,Upper,"31",0.40,0.00
SC,6,Upper,"38",0.20,0.00
SC,6,Upper,"35",0.00,0.00
SC,6,Upper,"43",0.00,0.00
SC,7,Lower,"56",6.40,1.90
SC,7,Lower,"68",6.40,2.00
SC,7,Lower,"105",6.30,3.70
SC,7,Lower,"107",6.30,4.00
SC,7,Lower,"104",6.20,3.70
SC,7,Lower,"106",6.20,3.90
SC,7,Lower,"58",6.10,1.80
SC,7,Lower,"62",5.30,1.60
SC,7,Lower,"59",5.20,1.50
SC,7,Lower,"60",5.20,1.50
SC,7,Lower,"63",5.20,1.50
SC,7,Lower,"103",5.20,3.00
SC,7,Lower,"57",5.10,1.50
SC,7,Lower,"55",5.00,1.50
SC,7,Lower,"54",4.90,1.40
SC,7,Lower,"53",4.60,1.30
SC,7,Lower,"108",4.00,2.60
SC,7,Lower,"65",3.50,1.00
SC,7,Lower,"61",3.00,0.90
SC,7,Upper,"33",17.40,2.00
SC,7,Upper,"28",16.20,1.50
SC,7,Upper,"34",14.00,1.80
SC,7,Upper,"31",13.60,1.30
SC,7,Upper,"30",13.40,1.30
SC,7,Upper,"29",11.60,1.10
SC,7,Upper,"27",6.30,0.60
SC,7,Upper,"32",6.20,0.70
SC,7,Upper,"36",1.30,0.20
SD,0,Lower,"6",3.20,0.80
SD,0,Lower,"32",3.10,0.80
SD,0,Lower,"3",3.00,0.80
SD,0,Lower,"7",3.00,0.80
SD,0,Lower,"9",3.00,0.80
SD,0,Lower,"10",3.00,0.80
SD,0,Lower,"13",3.00,0.80
SD,0,Lower,"25",3.00,0.70
SD,0,Lower,"29",3.00,0.80
SD,0,Lower,"34",3.00,0.80
SD,0,Lower,"35",3.00,0.80
SD,0,Lower,"2",2.90,0.80
SD,0,Lower,"11",2.90,0.70
SD,0,Lower,"12",2.90,0.80
SD,0,Lower,"14",2.90,0.80
SD,0,Lower,"15",2.90,0.70
SD,0,Lower,"16",2.90,0.70
SD,0,Lower,"30",2.90,0.80
SD,0,Lower,"31",2.90,0.80
SD,0,Lower,"33",2.90,0.80
SD,0,Lower,"1",2.80,0.80
SD,0,Lower,"5",2.80,0.70
SD,0,Lower,"8",2.80,0.70
SD,0,Lower,"20",2.80,0.70
SD,0,Lower,"4",2.70,0.70
SD,0,Lower,"19",2.70,0.70
SD,0,Lower,"22",2.70,0.70
SD,0,Lower,"24",2.70,0.70
SD,0,Lower,"27",2.70,0.70
SD,0,Lower,"17",2.60,0.60
SD,0,Lower,"18",2.60,0.70
SD,0,Lower,"21",2.60,0.70
SD,0,Lower,"23",2.50,0.70
SD,0,Upper,"6",3.20,0.30
SD,0,Upper,"32",3.10,0.40
SD,0,Upper,"3",3.00,0.30
SD,0,Upper,"7",3.00,0.30
SD,0,Upper,"9",3.00,0.30
SD,0,Upper,"10",3.00,0.30
SD,0,Upper,"13",3.00,0.30
SD,0,Upper,"25",3.00,0.30
SD,0,Upper,"29",3.00,0.30
SD,0,Upper,"34",3.00,0.50
SD,0,Upper,"35",3.00,0.50
SD,0,Upper,"2",2.90,0.30
SD,0,Upper,"11",2.90,0.30
SD,0,Upper,"12",2.90,0.30
SD,0,Upper,"14",2.90,0.30
SD,0,Upper,"15",2.90,0.30
SD,0,Upper,"16",2.90,0.30
SD,0,Upper,"28",2.90,0.30
SD,0,Upper,"30",2.90,0.30
SD,0,Upper,"31",2.90,0.30
SD,0,Upper,"33",2.90,0.40
SD,0,Upper,"1",2.80,0.30
SD,0,Upper,"5",2.80,0.30
SD,0,Upper,"8",2.80,0.30
SD,0,Upper,"20",2.80,0.30
SD,0,Upper,"26",2.80,0.30
SD,0,Upper,"4",2.70,0.30
SD,0,Upper,"19",2.70,0.30
SD,0,Upper,"22",2.70,0.30
SD,0,Upper,"24",2.70,0.30
SD,0,Upper,"27",2.70,0.30
SD,0,Upper,"17",2.60,0.30
SD,0,Upper,"18",2.60,0.30
SD,0,Upper,"21",2.60,0.30
SD,0,Upper,"23",2.50,0.30
TN,1,Lower,"12",9.20,2.00
TN,1,Lower,"6",9.00,1.90
TN,1,Lower,"7",8.90,1.90
TN,1,Lower,"10",8.90,1.90
TN,1,Lower,"3",8.80,1.90
TN,1,Lower,"4",8.80,1.90
TN,1,Lower,"9",8.80,2.00
TN,1,Lower,"1",8.60,1.90
TN,1,Lower,"2",8.60,1.90
TN,1,Lower,"5",8.50,1.80
TN,1,Lower,"11",7.50,1.60
TN,1,Lower,"17",4.40,0.90
TN,1,Upper,"1",26.80,2.40
TN,1,Upper,"3",26.60,2.40
TN,1,Upper,"4",26.00,2.30
TN,1,Upper,"8",10.40,0.90
TN,1,Upper,"2",10.20,0.90
TN,2,Lower,"13",8.90,1.90
TN,2,Lower,"89",8.90,3.70
TN,2,Lower,"14",8.80,1.90
TN,2,Lower,"16",8.80,1.90
TN,2,Lower,"18",8.80,1.90
TN,2,Lower,"19",8.80,1.90
TN,2,Lower,"8",8.70,1.90
TN,2,Lower,"15",8.70,1.90
TN,2,Lower,"20",8.70,1.90
TN,2,Lower,"35",7.40,1.80
TN,2,Lower,"21",5.10,1.10
TN,2,Lower,"17",4.50,1.00
TN,2,Lower,"32",1.90,0.40
TN,2,Lower,"11",1.20,0.30
TN,2,Lower,"36",0.80,0.20
TN,2,Upper,"6",26.50,2.40
TN,2,Upper,"7",26.50,2.40
TN,2,Upper,"2",17.40,1.60
TN,2,Upper,"5",15.70,1.40
TN,2,Upper,"8",13.10,1.20
TN,2,Upper,"12",0.80,0.10
TN,3,Lower,"26",9.80,2.10
TN,3,Lower,"27",9.80,2.20
TN,3,Lower,"28",9.80,2.10
TN,3,Lower,"29",9.80,2.20
TN,3,Lower,"30",9.80,2.20
TN,3,Lower,"23",9.40,2.10
TN,3,Lower,"33",9.20,2.10
TN,3,Lower,"36",7.70,1.80
TN,3,Lower,"32",6.50,1.50
TN,3,Lower,"22",5.80,1.20
TN,3,Lower,"21",4.20,0.90
TN,3,Lower,"38",3.00,0.70
TN,3,Lower,"41",3.00,0.80
TN,3,Lower,"35",0.90,0.20
TN,3,Lower,"31",0.80,0.20
TN,3,Lower,"24",0.50,0.10
TN,3,Upper,"11",27.30,2.40
TN,3,Upper,"10",25.50,2.30
TN,3,Upper,"12",17.90,1.60
TN,3,Upper,"9",16.20,1.40
TN,3,Upper,"5",10.40,0.90
TN,3,Upper,"8",2.60,0.20
TN,4,Lower,"34",10.10,2.50
TN,4,Lower,"48",10.10,2.90
TN,4,Lower,"37",10.00,2.60
TN,4,Lower,"49",9.90,2.90
TN,4,Lower,"62",8.40,2.70
TN,4,Lower,"24",8.10,1.80
TN,4,Lower,"31",8.10,2.00
TN,4,Lower,"39",8.10,2.00
TN,4,Lower,"92",8.10,3.60
TN,4,Lower,"64",7.50,2.40
TN,4,Lower,"43",5.40,1.50
TN,4,Lower,"22",3.20,0.70
TN,4,Lower,"47",1.70,0.50
TN,4,Lower,"69",0.80,0.30
TN,4,Lower,"25",0.70,0.20
TN,4,Upper,"13",29.00,2.70
TN,4,Upper,"14",26.60,2.50
TN,4,Upper,"16",18.70,1.80
TN,4,Upper,"9",9.60,0.90
TN,4,Upper,"28",8.30,0.80
TN,4,Upper,"12",4.20,0.40
TN,4,Upper,"15",1.90,0.20
TN,4,Upper,"10",1.80,0.20
TN,5,Lower,"51",9.40,2.80
TN,5,Lower,"59",9.20,2.90
TN,5,Lower,"52",9.10,2.80
TN,5,Lower,"60",9.10,2.80
TN,5,Lower,"54",8.90,2.80
TN,5,Lower,"55",8.80,2.80
TN,5,Lower,"56",8.80,2.80
TN,5,Lower,"58",8.80,2.80
TN,5,Lower,"50",8.70,2.60
TN,5,Lower,"53",8.70,2.70
TN,5,Lower,"78",7.40,2.60
TN,5,Lower,"69",3.20,1.10
TN,5,Upper,"19",28.50,2.70
TN,5,Upper,"21",28.50,2.70
TN,5,Upper,"20",28.40,2.70
TN,5,Upper,"25",10.60,1.10
TN,5,Upper,"18",4.00,0.40
TN,6,Lower,"57",10.30,3.20
TN,6,Lower,"44",9.90,2.80
TN,6,Lower,"45",9.90,2.70
TN,6,Lower,"46",9.90,2.70
TN,6,Lower,"40",9.30,2.30
TN,6,Lower,"42",9.20,2.60
TN,6,Lower,"66",9.10,2.90
TN,6,Lower,"25",8.60,1.90
TN,6,Lower,"47",7.20,2.00
TN,6,Lower,"38",5.90,1.50
TN,6,Lower,"41",5.70,1.50
TN,6,Lower,"43",3.50,1.00
TN,6,Lower,"78",1.40,0.50
TN,6,Upper,"17",28.60,2.60
TN,6,Upper,"15",25.70,2.40
TN,6,Upper,"18",24.80,2.30
TN,6,Upper,"25",10.50,1.00
TN,6,Upper,"16",7.30,0.70
TN,6,Upper,"12",3.10,0.30
TN,7,Lower,"67",9.90,3.20
TN,7,Lower,"68",9.90,3.30
TN,7,Lower,"61",9.60,3.00
TN,7,Lower,"63",9.60,3.00
TN,7,Lower,"65",9.60,3.00
TN,7,Lower,"74",9.30,3.10
TN,7,Lower,"70",8.60,2.80
TN,7,Lower,"72",8.50,2.90
TN,7,Lower,"71",8.00,2.70
TN,7,Lower,"69",5.10,1.70
TN,7,Lower,"75",3.80,1.30
TN,7,Lower,"94",3.70,1.60
TN,7,Lower,"80",3.00,1.00
TN,7,Lower,"64",1.50,0.50
TN,7,Upper,"23",28.70,2.80
TN,7,Upper,"22",28.40,2.80
TN,7,Upper,"28",17.70,1.70
TN,7,Upper,"26",17.50,1.80
TN,7,Upper,"25",5.60,0.60
TN,7,Upper,"24",2.10,0.20
TN,8,Lower,"95",9.40,3.80
TN,8,Lower,"77",9.10,2.80
TN,8,Lower,"79",9.10,2.90
TN,8,Lower,"73",8.70,2.70
TN,8,Lower,"81",8.70,3.60
TN,8,Lower,"76",8.50,2.70
TN,8,Lower,"82",8.40,3.40
TN,8,Lower,"99",8.30,3.30
TN,8,Lower,"83",6.20,2.50
TN,8,Lower,"94",5.60,2.30
TN,8,Lower,"80",5.20,1.60
TN,8,Lower,"75",4.60,1.40
TN,8,Lower,"97",3.60,1.40
TN,8,Lower,"88",2.20,0.90
TN,8,Lower,"96",2.00,0.80
TN,8,Lower,"98",0.30,0.10
TN,8,Lower,"91",0.10,0.00
TN,8,Upper,"32",28.10,3.10
TN,8,Upper,"27",26.30,2.40
TN,8,Upper,"24",24.80,2.30
TN,8,Upper,"31",10.50,1.00
TN,8,Upper,"26",8.20,0.80
TN,8,Upper,"30",1.70,0.20
TN,8,Upper,"29",0.20,0.00
TN,8,Upper,"33",0.20,0.00
TN,9,Lower,"84",9.50,3.90
TN,9,Lower,"85",9.50,3.90
TN,9,Lower,"86",9.50,3.90
TN,9,Lower,"93",9.50,3.90
TN,9,Lower,"90",9.40,3.90
TN,9,Lower,"87",9.30,3.80
TN,9,Lower,"91",9.30,3.80
TN,9,Lower,"98",9.00,3.70
TN,9,Lower,"96",7.50,3.10
TN,9,Lower,"88",7.10,2.90
TN,9,Lower,"97",5.90,2.40
TN,9,Lower,"83",3.20,1.30
TN,9,Lower,"99",1.20,0.50
TN,9,Lower,"95",0.00,0.00
TN,9,Upper,"29",27.80,2.60
TN,9,Upper,"33",27.80,3.10
TN,9,Upper,"30",26.30,2.50
TN,9,Upper,"31",17.70,1.70
TN,9,Upper,"32",0.40,0.00
TX,1,Lower,"6",23.90,5.10
TX,1,Lower,"7",19.00,4.10
TX,1,Lower,"9",17.50,3.90
TX,1,Lower,"11",16.50,3.50
TX,1,Lower,"57",13.40,4.00
TX,1,Lower,"5",9.70,2.10
TX,1,Upper,"1",72.50,6.50
TX,1,Upper,"3",27.50,2.50
TX,2,Lower,"127",20.70,29.60
TX,2,Lower,"126",18.90,26.80
TX,2,Lower,"138",15.60,21.90
TX,2,Lower,"150",10.80,15.50
TX,2,Lower,"134",8.60,12.00
TX,2,Lower,"148",7.80,11.10
TX,2,Lower,"135",5.20,7.30
TX,2,Lower,"147",3.70,5.10
TX,2,Lower,"142",3.20,4.60
TX,2,Lower,"139",2.10,2.90
TX,2,Lower,"141",1.30,1.90
TX,2,Lower,"128",1.10,1.50
TX,2,Lower,"130",0.60,0.80
TX,2,Lower,"133",0.50,0.70
TX,2,Upper,"15",43.60,4.10
TX,2,Upper,"7",37.80,3.60
TX,2,Upper,"4",14.40,1.40
TX,2,Upper,"17",3.40,0.30
TX,2,Upper,"13",0.70,0.10
TX,3,Lower,"66",24.60,8.80
TX,3,Lower,"67",24.60,8.70
TX,3,Lower,"70",23.20,8.40
TX,3,Lower,"89",17.00,8.10
TX,3,Lower,"33",10.50,2.70
TX,3,Upper,"8",93.60,9.60
TX,3,Upper,"30",6.40,0.70
TX,4,Lower,"62",22.70,7.00
TX,4,Lower,"1",22.60,5.20
TX,4,Lower,"2",17.40,4.00
TX,4,Lower,"33",16.10,3.60
TX,4,Lower,"5",9.40,2.10
TX,4,Lower,"9",5.50,1.30
TX,4,Lower,"7",3.80,0.90
TX,4,Lower,"70",1.60,0.50
TX,4,Lower,"89",1.00,0.40
TX,4,Upper,"1",39.80,3.70
TX,4,Upper,"2",37.00,3.40
