StateAbbreviation,StateFIPS,CongressionalDistrict,Population,YoungWhiteMale,OldWhiteMale,YoungWhiteFemale,OldWhiteFemale,YoungNonWhiteMale,OldNonWhiteMale,YoungNonWhiteFemale,OldNonWhiteFemale
"TX",48,31,776518,191874,102219,184648,113042,70584,21818,66346,25987
"TX",48,32,747437,160476,101277,152912,109645,75244,31981,80183,35719
"TX",48,33,742701,188881,68431,173420,67196,84621,32483,89755,37914
"TX",48,34,717582,219055,108237,216063,120847,19902,9187,14641,9650
"TX",48,35,767436,210608,86697,202970,93596,59154,25985,62503,25923
"TX",48,36,731297,182526,120603,173959,126430,44744,19307,40676,23052
"UT",49,1,727828,230904,100659,217816,105927,29355,7166,27022,8979
"UT",49,2,729552,202788,102383,192525,107298,53966,12035,47826,10731
"UT",49,3,721048,232359,95812,226543,99227,26196,6557,26568,7786
"UT",49,4,764474,231385,91585,227141,103666,45781,10596,43812,10508
"VT",50,0,626562,155985,135474,151895,148499,13020,4037,12569,5083
"VA",51,1,770044,158726,118063,154266,128260,71585,31403,72205,35536
"VA",51,2,732346,155051,95739,132891,107894,83918,30939,83354,42560
"VA",51,3,753380,87111,48039,75658,52570,155512,72038,166941,95511
"VA",51,4,746976,130121,98926,122359,105906,96546,46041,92908,54169
"VA",51,5,733330,137508,128406,136033,144070,58011,32386,56784,40132
"VA",51,6,746357,166966,134549,168834,154496,44173,17172,39802,20365
"VA",51,7,769995,158444,122966,157615,141933,61093,28261,63995,35688
"VA",51,8,774065,160916,90000,152629,96731,91367,38195,99941,44286
"VA",51,9,715465,177396,145895,165136,163388,23225,9852,19218,11355
"VA",51,10,802127,172206,121247,171447,122701,74607,31410,75125,33384
"VA",51,11,782204,148484,89044,138278,100783,105193,43941,105638,50843
"WA",53,1,713399,169962,121548,160992,128669,46762,16184,52329,16953
"WA",53,2,708323,154983,121518,146315,132198,56707,20059,54687,21856
"WA",53,3,697884,165592,133243,161990,142008,37339,11679,33424,12609
"WA",53,4,704219,169729,105973,161957,112545,60853,18985,56682,17495
"WA",53,5,690518,174294,126700,168923,139522,31879,10130,29225,9845
"WA",53,6,676910,146622,135298,131653,142729,42669,17739,38598,21602
"WA",53,7,732733,171086,112561,153113,122711,66728,21169,62066,23299
"WA",53,8,711629,160368,121344,163636,126051,52679,17130,50903,19518
"WA",53,9,711466,106526,81711,96546,85801,119416,48508,115275,57683
"WA",53,10,714449,154362,106530,148934,118754,72526,20506,65846,26991
"WV",54,1,616232,161012,127509,152307,142779,14386,3487,10827,3925
"WV",54,2,628276,153358,131533,152636,141759,18032,7528,16028,7402
"WV",54,3,605818,150133,128208,147569,142661,14448,5052,10332,7415
"WI",55,1,712072,169356,139630,166672,152183,30880,9094,33613,10644
"WI",55,2,740988,187167,130185,180154,142179,42092,8783,40328,10100
"WI",55,3,718518,191755,145776,182273,154837,20459,3691,16321,3406
"WI",55,4,717657,116087,73509,107979,82266,118615,38968,130195,50038
"WI",55,5,722537,181554,146080,172298,166150,21814,5876,22310,6455
"WI",55,6,712031,178508,152885,167068,164294,22673,5184,16740,4679
"WI",55,7,711006,168841,164846,162095,169121,18248,5394,16148,6313
"WI",55,8,722755,175072,147436,170897,157129,29711,7813,26982,7715
"WY",56,0,584153,161502,108813,149963,111402,20107,6759,18293,7314
