StateAbbreviation,StateFIPS,CongressionalDistrict,Population,YoungWhiteMale,OldWhiteMale,YoungWhiteFemale,OldWhiteFemale,YoungNonWhiteMale,OldNonWhiteMale,YoungNonWhiteFemale,OldNonWhiteFemale
"VA",51,7,738355,158765,118992,154309,138604,54569,24009,60402,28705
"VA",51,8,767596,157876,86189,151162,95565,96674,35971,99636,44523
"VA",51,9,723791,180076,146120,169135,165833,24982,8666,19705,9274
"VA",51,10,758321,162892,111888,162085,118067,71926,28736,71881,30846
"VA",51,11,770944,141998,92168,131528,94955,106583,40048,113907,49757
"WA",53,1,691738,169004,116416,150923,127276,47141,14856,47974,18148
"WA",53,2,689226,159741,115560,152267,129378,48896,18911,46017,18456
"WA",53,3,686267,167474,128882,162846,138803,32996,11591,31754,11921
"WA",53,4,695040,162135,103582,154737,109105,67709,17527,62992,17253
"WA",53,5,678303,173321,125225,166123,137219,32253,7951,26884,9327
"WA",53,6,687387,146643,133806,136811,143349,48654,16967,41657,19500
"WA",53,7,696589,154347,107746,151219,119613,57562,23189,59999,22914
"WA",53,8,690250,159386,116767,160180,121002,53652,15045,48153,16065
"WA",53,9,693597,108350,83513,101978,85325,113473,42500,105958,52500
"WA",53,10,688615,157262,102309,148701,114588,58795,20292,61330,25338
"WV",54,1,614520,160268,126250,156079,140660,12740,3466,10878,4179
"WV",54,2,627517,154676,130563,151837,142551,15466,8349,16132,7943
"WV",54,3,613376,154268,127075,151004,142917,12117,6443,12765,6787
"WI",55,1,713436,176975,136792,168228,150788,32163,9003,29865,9622
"WI",55,2,729417,187100,127017,182256,140719,40690,8335,34272,9028
"WI",55,3,712440,191476,144232,183540,152394,18861,3320,15522,3095
"WI",55,4,715059,112921,70169,113416,78921,121992,37380,130471,49789
"WI",55,5,716218,179921,145240,174903,163293,20374,5544,21577,5366
"WI",55,6,709482,178222,151492,169773,162209,22110,3662,18512,3502
"WI",55,7,711054,174663,161393,165340,167340,17411,4773,14663,5471
"WI",55,8,719292,183339,143505,176116,153873,25501,7161,22670,7127
"WY",56,0,576412,157568,108314,146004,111912,21579,5275,19319,6441
"AL",1,1,693136,128331,102384,125304,114086,71516,34094,75223,42198
"AL",1,2,683565,125810,97004,118863,109499,77525,30772,83674,40418
"AL",1,3,696249,141922,99314,137454,110743,68270,31017,70147,37382
"AL",1,4,680966,164653,127587,162952,143763,28491,10986,28043,14491
"AL",1,5,696690,149805,115936,143076,127736,54049,21899,57050,27139
"AL",1,6,688675,154926,113888,154814,129433,49514,16566,49283,20251
"AL",1,7,682742,69673,46714,63424,54277,133309,70336,150539,94470
"AK",2,0,731449,154515,102722,137017,92297,93439,30418,86997,34044
"AZ",4,1,722706,132447,103791,121741,108638,96541,33898,85113,40537
"AZ",4,2,727099,157546,134294,144084,151670,53217,17022,49135,20131
"AZ",4,3,719765,175990,82380,174747,91760,72695,24020,74036,24137
"AZ",4,4,720881,150148,166916,139259,174149,35325,12607,29513,12964
"AZ",4,5,737326,179951,128537,182741,144437,39930,10737,38828,12165
"AZ",4,6,722561,168605,138210,161660,152876,38809,12185,37458,12758
"AZ",4,7,735599,188770,66686,178780,72069,90365,25364,83128,30437
"AZ",4,8,730846,171117,132327,164207,157338,37618,13815,37016,17408
"AZ",4,9,736472,181074,102364,173881,109009,68451,16935,65363,19395
