StateAbbreviation,StateFIPS,CongressionalDistrict,Population,YoungWhiteMale,OldWhiteMale,YoungWhiteFemale,OldWhiteFemale,YoungNonWhiteMale,OldNonWhiteMale,YoungNonWhiteFemale,OldNonWhiteFemale
"TX",48,31,830908,197450,111571,194856,123444,78461,23642,73136,28348
"TX",48,32,753715,155956,101580,150706,110060,85807,30658,85698,33250
"TX",48,33,764730,190896,69135,180419,70478,89193,37015,87902,39692
"TX",48,34,723156,222937,106948,213025,124965,18274,11320,15270,10417
"TX",48,35,822601,217646,85677,200855,95574,79086,31624,78091,34048
"TX",48,36,732975,182808,120073,177852,127975,43418,20328,39132,21389
"UT",49,1,757558,237233,103343,230360,108323,32154,8703,28746,8696
"UT",49,2,749217,205860,110059,186540,117178,52432,12516,51755,12877
"UT",49,3,751776,243266,98521,240148,104275,28024,6109,24290,7143
"UT",49,4,792666,229248,95378,221254,102297,59683,15616,55040,14150
"VT",50,0,624594,153811,136417,148762,150389,12624,5022,12238,5331
"VA",51,1,776836,155181,125334,148782,130109,74404,34619,66651,41756
"VA",51,2,745816,151332,99535,136831,113584,88570,32712,79691,43561
"VA",51,3,739169,102537,65245,90708,75028,128249,60275,138263,78864
"VA",51,4,764301,112211,85516,110402,90658,114728,59115,113009,78662
"VA",51,5,735178,136627,130342,136298,144678,59514,32677,54552,40490
"VA",51,6,754859,165866,137965,167654,156944,40520,18334,44951,22625
"VA",51,7,775369,151253,119062,148424,136784,70805,35708,73018,40315
"VA",51,8,783079,152613,92414,151225,96346,98921,41494,100969,49097
"VA",51,9,707012,169933,148229,158749,164738,24390,10928,19512,10533
"VA",51,10,827279,174871,122858,167700,129727,80044,35082,79708,37289
"VA",51,11,802910,129075,93718,128851,101098,121354,51325,118672,58817
"WA",53,1,738149,163391,126750,153655,135983,60690,20415,56150,21115
"WA",53,2,728550,155103,125141,145601,131449,63582,21629,60552,25493
"WA",53,3,722277,168426,139501,167568,148812,36054,13118,33509,15289
"WA",53,4,715254,159021,106693,152848,110920,71792,21984,68984,23012
"WA",53,5,708228,176520,131838,166720,143396,35047,10190,33574,10943
"WA",53,6,699178,143840,138351,131656,147301,49801,17534,47508,23187
"WA",53,7,766221,161302,117611,153743,125415,79498,26045,75749,26858
"WA",53,8,738218,164449,123006,160784,129637,55940,20496,60472,23434
"WA",53,9,739873,103267,84888,94440,91290,127620,52680,124159,61529
"WA",53,10,732052,160165,107818,146051,122252,72488,26042,68563,28673
"WV",54,1,617131,159985,129232,150648,141923,12922,5174,12238,5009
"WV",54,2,622850,147172,131004,146800,144481,17441,8347,18083,9522
"WV",54,3,591121,144873,125104,143045,139928,13577,6082,11264,7248
"WI",55,1,715327,167809,143486,157209,154619,35654,9339,34809,12402
"WI",55,2,757511,189264,132130,181045,146543,44521,10006,42339,11663
"WI",55,3,721847,190932,148043,181184,154931,19330,4822,18477,4128
"WI",55,4,713297,105357,71362,102940,79080,125101,41516,135560,52381
"WI",55,5,722739,176707,148865,169335,166698,22004,7382,23005,8743
"WI",55,6,711318,174594,154939,164466,166138,22788,5436,18295,4662
"WI",55,7,708541,165630,167192,157040,171906,18626,5494,15756,6897
"WI",55,8,728129,174405,150147,168225,159467,32536,7504,26170,9675
"WY",56,0,585501,161728,112173,152142,112776,17273,7031,16670,5708
